% energy,cross section
5.942,17.53058
5.95569,18.15321
5.96939,18.8778
5.98308,19.71826
5.99678,20.69034
6.01047,21.81151
6.02416,23.10047
6.03443,24.18878
6.0447,25.38978
6.05497,26.71006
6.06524,28.15434
6.0762,29.8336
6.08715,31.65301
6.10359,34.62013
6.12276,38.34586
6.15014,43.7272
6.16384,46.19033
6.17178,47.48034
6.18424,49.23711
6.1967,50.61776
6.20834,51.55236
6.21998,52.1765
6.25079,53.1903
6.26106,53.83185
6.26876,54.65141
6.2739,55.43233
6.27903,56.45292
6.28503,58.01114
6.29016,59.71955
6.2953,61.82562
6.30043,64.37765
6.30557,67.41819
6.31062,70.91642
6.31549,74.79202
6.32037,79.15583
6.32525,83.98947
6.33176,91.09116
6.33843,98.99496
6.35484,119.16691
6.36097,126.06813
6.36598,131.04387
6.37098,135.21977
6.37549,138.14673
6.37999,140.1706
6.38375,141.10384
6.38688,141.33019
6.39086,140.87358
6.39449,139.72526
6.39902,137.32782
6.40315,134.24884
6.40803,129.59623
6.41254,124.43584
6.41704,118.574
6.42205,111.4104
6.42956,99.81845
6.44182,80.30464
6.44815,70.64618
6.45327,63.29701
6.45798,56.98051
6.46152,52.55854
6.46505,48.42128
6.46859,44.57479
6.47162,41.50964
6.47465,38.65588
6.47768,36.00868
6.48071,33.56138
6.48374,31.30578
6.48677,29.23263
6.4898,27.33178
6.49283,25.59262
6.4962,23.83656
6.49957,22.25161
6.50294,20.82299
6.5063,19.5364
6.50967,18.37819
6.51304,17.33556
6.5164,16.39655
6.51977,15.55017
6.52381,14.64271
6.52785,13.83865
6.53189,13.12427
6.53593,12.48762
6.53998,11.91831
6.54402,11.40739
6.5494,10.80386
6.55479,10.27537
6.56018,9.80958
6.56624,9.34819
6.57297,8.90013
6.57971,8.50835
6.58644,8.16339
6.59318,7.85781
6.60328,7.46078
6.61338,7.1243
6.6218,6.88207
6.6319,6.62992
6.642,6.4137
6.6521,6.22845
6.6622,6.07032
6.67736,5.87771
6.69251,5.73249
6.70834,5.62652
6.7245,5.56368
6.74066,5.54597
6.7548,5.56851
6.76894,5.62888
6.78309,5.73078
6.79723,5.87958
6.80666,6.00841
6.81609,6.16419
6.82619,6.36497
6.83629,6.606
6.84639,6.89392
6.85649,7.23708
6.86323,7.50165
6.86996,7.79928
6.8767,8.13454
6.88343,8.51289
6.89016,8.94092
6.8969,9.42656
6.90363,9.9795
6.90868,10.44536
6.91373,10.96156
6.91879,11.53499
6.92384,12.17364
6.92882,12.87674
6.9338,13.66263
6.93879,14.5431
6.94377,15.53155
6.94781,16.42261
6.95239,17.54154
6.95724,18.86768
6.96209,20.357
6.96532,21.44995
6.96855,22.62977
6.97178,23.90239
6.97502,25.2737
6.97838,26.81328
6.98175,28.47235
6.98512,30.25657
6.98849,32.17088
6.99185,34.2193
6.9969,37.54911
7.00195,41.1897
7.00734,45.4083
7.01273,49.95142
7.01812,54.78035
7.02586,62.10339
7.04,75.84337
7.0464,81.76238
7.05246,86.91582
7.05852,91.42844
7.06369,94.6312
7.06886,97.13208
7.07417,98.88375
7.07789,99.58116
7.08214,99.82445
7.08657,99.44205
7.09117,98.36312
7.09648,96.28824
7.10099,93.87237
7.10551,90.9154
7.11011,87.4126
7.11489,83.33887
7.12127,77.3805
7.13189,66.69961
7.14251,55.94233
7.14959,49.1326
7.1549,44.34085
7.16022,39.87462
7.16376,37.09358
7.1673,34.4759
7.17084,32.02373
7.17438,29.73665
7.17792,27.61214
7.18146,25.64586
7.185,23.83206
7.18854,22.16383
7.19208,20.63348
7.19562,19.23275
7.19917,17.9531
7.20271,16.78585
7.20625,15.72244
7.20926,14.89425
7.21226,14.13
7.21527,13.4249
7.21978,12.46833
7.2243,11.62045
7.22881,10.8683
7.23322,10.21514
7.23757,9.63915
7.24192,9.12368
7.24627,8.66146
7.25063,8.24609
7.25353,7.99242
7.25933,7.53427
7.26513,7.13333
7.27094,6.78103
7.27674,6.47026
7.28254,6.1951
7.28835,5.95064
7.29415,5.73276
7.30286,5.44837
7.31156,5.20669
7.32026,5.00031
7.32897,4.8234
7.33477,4.71951
7.34638,4.54033
7.35799,4.3933
7.36959,4.27269
7.3812,4.17405
7.39861,4.0598
7.41602,3.97821
7.43343,3.9225
7.45084,3.88723
7.47173,3.86516
7.53324,3.84292
7.54833,3.8218
7.56342,3.78219
7.57851,3.71743
7.58983,3.64885
7.60114,3.56119
7.61449,3.43247
7.6261,3.29916
7.64142,3.09736
7.65975,2.83056
7.68297,2.48862
7.69457,2.33063
7.70328,2.22256
7.71111,2.13469
7.72098,2.03834
7.72838,1.97731
7.73578,1.92625
7.74318,1.8852
7.74971,1.8572
7.75783,1.83278
7.76566,1.81965
7.77321,1.81608
7.78075,1.82076
7.79207,1.84174
7.80368,1.87856
7.81528,1.92856
7.82689,1.98969
7.8385,2.06023
7.8559,2.18068
7.87331,2.3158
7.88492,2.41293
7.90813,2.62263
7.93135,2.85229
7.95456,3.10272
7.97777,3.37595
8.00099,3.67495
8.0184,3.91833
8.03581,4.18018
8.05322,4.46259
8.07063,4.76797
8.08803,5.09902
8.10544,5.45876
8.12213,5.83362
8.13736,6.20456
8.1526,6.6059
8.16783,7.04094
8.18306,7.51341
8.1983,8.02752
8.21571,8.67225
8.23312,9.38588
8.25053,10.17807
8.26213,10.75534
8.27374,11.37634
8.28535,12.04539
8.29647,12.73626
8.31244,13.8223
8.32308,14.61538
8.33372,15.47012
8.34437,16.39277
8.35501,17.3904
8.36566,18.471
8.3763,19.64366
8.3894,21.22863
8.4025,22.99142
8.41123,24.27848
8.41996,25.66565
8.4287,27.16339
8.43743,28.78358
8.44616,30.5397
8.45545,32.57411
8.46474,34.80116
8.47403,37.24571
8.48332,39.93675
8.4926,42.90831
8.49919,45.20811
8.50618,47.84099
8.51317,50.69608
8.52015,53.79896
8.52682,57.01886
8.53317,60.34684
8.53952,63.9591
8.54587,67.88843
8.55223,72.17227
8.55858,76.85335
8.56493,81.98048
8.57128,87.60934
8.57763,93.80341
8.58398,100.63479
8.59033,108.18505
8.59668,116.54595
8.60303,125.81989
8.6078,133.44218
8.61256,141.69297
8.61732,150.62682
8.62209,160.30072
8.62685,170.7736
8.63161,182.10537
8.63638,194.35578
8.64114,207.58289
8.6459,221.84144
8.65067,237.18059
8.65543,253.64181
8.66019,271.25573
8.66655,296.56167
8.6729,323.93945
